lead_id,created_date,channel,campaign,company_segment,industry,employee_count,lead_score,first_response_hours,mql_date,sql_date,opportunity_date,customer_date,expected_arr,status
L05355,2025-11-09,Webinar,Campaign 3,SMB,SaaS,150,71,30,,,,,0,Lead
L05356,2026-02-28,Paid Search,Campaign 1,SMB,SaaS,150,96,28,2026-03-01,2026-03-06,,,0,SQL
L05357,2025-05-24,Partner,Campaign 4,Mid-Market,SaaS,150,97,15,,,,,0,Lead
L05358,2026-01-18,Paid Social,Campaign 0,SMB,SaaS,150,24,47,,,,,0,Lead
L05359,2026-03-22,Webinar,Campaign 3,Mid-Market,SaaS,150,55,26,,,,,0,Lead
L05360,2026-02-23,Webinar,Campaign 3,SMB,SaaS,150,59,16,2026-03-04,2026-03-10,2026-03-30,,36300,Opportunity
L05361,2025-09-30,Paid Search,Campaign 1,Mid-Market,SaaS,150,77,27,,,,,0,Lead
L05362,2025-01-11,Paid Social,Campaign 0,Mid-Market,SaaS,150,47,56,,,,,0,Lead
L05363,2025-11-15,Paid Social,Campaign 0,SMB,SaaS,150,27,34,,,,,0,Lead
L05364,2025-07-18,Paid Search,Campaign 1,Mid-Market,SaaS,150,22,27,2025-07-19,,,,0,MQL
L05365,2026-05-01,Paid Search,Campaign 1,Enterprise,SaaS,150,36,20,2026-05-02,2026-05-16,2026-06-04,,32700,Opportunity
L05366,2025-12-30,Organic Search,Campaign 2,Enterprise,SaaS,150,42,22,,,,,0,Lead
L05367,2025-06-14,Paid Search,Campaign 1,SMB,SaaS,150,76,19,2025-06-16,,,,0,MQL
L05368,2025-06-27,Organic Search,Campaign 2,Mid-Market,SaaS,150,98,26,,,,,0,Lead
L05369,2025-01-03,Partner,Campaign 4,SMB,SaaS,150,65,22,,,,,0,Lead
L05370,2025-10-30,Webinar,Campaign 3,Enterprise,SaaS,150,78,35,2025-11-01,2025-11-10,,,0,SQL
L05371,2025-11-17,Paid Social,Campaign 0,Mid-Market,SaaS,150,32,22,2025-11-19,,,,0,MQL
L05372,2025-08-04,Partner,Campaign 4,Enterprise,SaaS,150,73,18,,,,,0,Lead
L05373,2025-10-18,Partner,Campaign 4,Enterprise,SaaS,150,77,22,,,,,0,Lead
L05374,2026-04-19,Organic Search,Campaign 2,Enterprise,SaaS,150,61,12,,,,,0,Lead
L05375,2025-12-14,Paid Social,Campaign 0,Mid-Market,SaaS,150,52,34,2025-12-24,2026-01-05,,,0,SQL
L05376,2026-01-07,Webinar,Campaign 3,SMB,SaaS,150,32,33,2026-01-17,,,,0,MQL
L05377,2025-01-15,Paid Search,Campaign 1,Enterprise,SaaS,150,87,27,,,,,0,Lead
L05378,2025-05-27,Paid Search,Campaign 1,Mid-Market,SaaS,150,79,14,2025-06-06,,,,0,MQL
L05379,2025-10-08,Paid Social,Campaign 0,Enterprise,SaaS,150,49,51,2025-10-10,,,,0,MQL
L05380,2026-03-13,Paid Social,Campaign 0,Enterprise,SaaS,150,57,22,2026-03-15,,,,0,MQL
L05381,2025-02-21,Paid Social,Campaign 0,Mid-Market,SaaS,150,28,54,,,,,0,Lead
L05382,2025-08-22,Organic Search,Campaign 2,SMB,SaaS,150,71,16,2025-08-30,,,,0,MQL
L05383,2025-09-24,Organic Search,Campaign 2,Mid-Market,SaaS,150,28,19,,,,,0,Lead
L05384,2025-08-22,Organic Search,Campaign 2,Enterprise,SaaS,150,46,18,,,,,0,Lead
L05385,2025-10-07,Paid Social,Campaign 0,Mid-Market,SaaS,150,95,24,,,,,0,Lead
L05386,2025-01-16,Webinar,Campaign 3,Enterprise,SaaS,150,79,24,2025-01-22,2025-02-03,,,0,SQL
L05387,2025-11-18,Paid Social,Campaign 0,SMB,SaaS,150,23,33,,,,,0,Lead
L05388,2026-06-28,Paid Social,Campaign 0,SMB,SaaS,150,27,27,2026-07-03,,,,0,MQL
L05389,2026-06-12,Paid Search,Campaign 1,Enterprise,SaaS,150,56,21,2026-06-15,,,,0,MQL
L05390,2026-06-27,Paid Social,Campaign 0,Enterprise,SaaS,150,35,32,2026-07-07,,,,0,MQL
L05391,2025-11-07,Organic Search,Campaign 2,Mid-Market,SaaS,150,75,10,2025-11-11,2025-11-23,2025-12-18,,15000,Opportunity
L05392,2025-12-27,Webinar,Campaign 3,SMB,SaaS,150,29,18,,,,,0,Lead
L05393,2026-05-03,Email Nurture,Campaign 5,Enterprise,SaaS,150,52,23,2026-05-11,,,,0,MQL
L05394,2025-08-24,Paid Social,Campaign 0,SMB,SaaS,150,66,59,2025-09-02,,,,0,MQL
L05395,2026-05-02,Paid Social,Campaign 0,Enterprise,SaaS,150,52,32,,,,,0,Lead
L05396,2025-06-06,Paid Search,Campaign 1,Mid-Market,SaaS,150,57,20,,,,,0,Lead
L05397,2025-02-08,Partner,Campaign 4,Mid-Market,SaaS,150,55,20,,,,,0,Lead
L05398,2025-12-30,Organic Search,Campaign 2,SMB,SaaS,150,25,21,2026-01-02,,,,0,MQL
L05399,2025-11-21,Partner,Campaign 4,Enterprise,SaaS,150,38,8,2025-11-25,2025-12-11,2025-12-19,,27200,Opportunity
L05400,2026-06-07,Email Nurture,Campaign 5,SMB,SaaS,150,90,14,,,,,0,Lead
L05401,2025-09-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,48,23,2025-09-09,,,,0,MQL
L05402,2025-06-09,Paid Social,Campaign 0,Mid-Market,SaaS,150,53,49,2025-06-11,,,,0,MQL
L05403,2025-05-02,Organic Search,Campaign 2,Mid-Market,SaaS,150,87,15,,,,,0,Lead
L05404,2025-08-21,Paid Social,Campaign 0,SMB,SaaS,150,33,49,2025-08-24,,,,0,MQL
L05405,2025-03-18,Webinar,Campaign 3,SMB,SaaS,150,68,40,2025-03-19,,,,0,MQL
L05406,2025-11-02,Paid Social,Campaign 0,Mid-Market,SaaS,150,62,57,2025-11-11,,,,0,MQL
L05407,2026-06-15,Paid Search,Campaign 1,Enterprise,SaaS,150,93,21,2026-06-18,2026-06-22,,,0,SQL
L05408,2026-02-24,Partner,Campaign 4,Enterprise,SaaS,150,66,12,2026-03-06,2026-03-14,,,0,SQL
L05409,2025-04-27,Email Nurture,Campaign 5,SMB,SaaS,150,88,15,2025-05-07,,,,0,MQL
L05410,2025-08-17,Webinar,Campaign 3,Mid-Market,SaaS,150,40,34,,,,,0,Lead
L05411,2025-02-03,Paid Social,Campaign 0,SMB,SaaS,150,50,50,2025-02-07,,,,0,MQL
L05412,2025-12-08,Paid Search,Campaign 1,Enterprise,SaaS,150,24,13,,,,,0,Lead
L05413,2026-04-04,Organic Search,Campaign 2,SMB,SaaS,150,31,27,2026-04-12,,,,0,MQL
L05414,2025-01-28,Email Nurture,Campaign 5,Mid-Market,SaaS,150,54,15,2025-02-06,2025-02-13,,,0,SQL
L05415,2025-09-10,Paid Social,Campaign 0,Enterprise,SaaS,150,91,35,,,,,0,Lead
L05416,2025-07-05,Paid Social,Campaign 0,Enterprise,SaaS,150,44,58,2025-07-09,2025-07-10,,,0,SQL
L05417,2025-08-07,Partner,Campaign 4,Enterprise,SaaS,150,96,21,2025-08-09,2025-08-13,2025-08-26,2025-10-09,50200,Customer
L05418,2026-03-09,Organic Search,Campaign 2,Enterprise,SaaS,150,29,13,2026-03-18,2026-04-03,2026-05-03,2026-05-24,10900,Customer
L05419,2026-03-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,38,34,2026-03-11,,,,0,MQL
L05420,2025-08-03,Paid Social,Campaign 0,Mid-Market,SaaS,150,20,57,2025-08-09,,,,0,MQL
L05421,2025-04-23,Paid Social,Campaign 0,SMB,SaaS,150,96,44,,,,,0,Lead
L05422,2025-11-13,Partner,Campaign 4,SMB,SaaS,150,29,22,2025-11-17,,,,0,MQL
L05423,2026-06-11,Paid Search,Campaign 1,SMB,SaaS,150,95,20,,,,,0,Lead
L05424,2025-01-03,Partner,Campaign 4,Mid-Market,SaaS,150,40,14,,,,,0,Lead
L05425,2025-09-19,Paid Search,Campaign 1,Enterprise,SaaS,150,63,12,,,,,0,Lead
L05426,2025-09-13,Paid Social,Campaign 0,Enterprise,SaaS,150,40,27,2025-09-22,,,,0,MQL
L05427,2025-03-21,Webinar,Campaign 3,SMB,SaaS,150,21,17,,,,,0,Lead
L05428,2026-01-06,Paid Search,Campaign 1,Enterprise,SaaS,150,62,21,2026-01-14,,,,0,MQL
L05429,2025-06-24,Email Nurture,Campaign 5,Enterprise,SaaS,150,41,23,,,,,0,Lead
L05430,2025-11-08,Organic Search,Campaign 2,Enterprise,SaaS,150,45,11,2025-11-15,2025-11-18,2025-12-03,,33300,Opportunity
L05431,2025-01-16,Email Nurture,Campaign 5,Mid-Market,SaaS,150,91,33,2025-01-19,,,,0,MQL
L05432,2025-10-21,Paid Search,Campaign 1,Enterprise,SaaS,150,47,28,,,,,0,Lead
L05433,2025-07-20,Organic Search,Campaign 2,Mid-Market,SaaS,150,30,15,,,,,0,Lead
L05434,2025-12-30,Paid Social,Campaign 0,SMB,SaaS,150,44,21,2025-12-31,,,,0,MQL
L05435,2025-05-02,Paid Search,Campaign 1,SMB,SaaS,150,86,10,2025-05-07,,,,0,MQL
L05436,2026-01-03,Webinar,Campaign 3,Mid-Market,SaaS,150,51,32,,,,,0,Lead
L05437,2026-03-26,Paid Social,Campaign 0,Enterprise,SaaS,150,91,56,2026-04-05,,,,0,MQL
L05438,2026-03-15,Webinar,Campaign 3,Mid-Market,SaaS,150,72,30,,,,,0,Lead
L05439,2025-05-07,Paid Search,Campaign 1,Enterprise,SaaS,150,24,19,2025-05-10,,,,0,MQL
L05440,2025-01-17,Paid Social,Campaign 0,Mid-Market,SaaS,150,38,47,,,,,0,Lead
L05441,2026-04-24,Paid Social,Campaign 0,Enterprise,SaaS,150,47,57,2026-05-01,,,,0,MQL
L05442,2025-08-02,Paid Search,Campaign 1,Enterprise,SaaS,150,48,28,,,,,0,Lead
L05443,2025-01-01,Paid Social,Campaign 0,Enterprise,SaaS,150,52,31,,,,,0,Lead
L05444,2025-02-20,Webinar,Campaign 3,Mid-Market,SaaS,150,65,36,2025-02-23,2025-03-07,,,0,SQL
L05445,2025-02-12,Paid Search,Campaign 1,SMB,SaaS,150,90,22,2025-02-15,2025-03-02,,,0,SQL
L05446,2025-08-30,Webinar,Campaign 3,Enterprise,SaaS,150,79,22,,,,,0,Lead
L05447,2025-08-15,Paid Social,Campaign 0,Mid-Market,SaaS,150,32,31,,,,,0,Lead
L05448,2025-06-23,Organic Search,Campaign 2,SMB,SaaS,150,95,23,,,,,0,Lead
L05449,2025-02-17,Paid Search,Campaign 1,Enterprise,SaaS,150,59,16,2025-02-22,,,,0,MQL
L05450,2025-10-13,Paid Social,Campaign 0,SMB,SaaS,150,22,59,,,,,0,Lead
L05451,2025-04-24,Paid Search,Campaign 1,SMB,SaaS,150,44,22,,,,,0,Lead
L05452,2025-12-05,Partner,Campaign 4,Mid-Market,SaaS,150,90,15,2025-12-10,,,,0,MQL
L05453,2026-05-28,Webinar,Campaign 3,SMB,SaaS,150,92,28,2026-06-06,2026-06-09,,,0,SQL
L05454,2025-01-19,Paid Social,Campaign 0,SMB,SaaS,150,56,42,2025-01-22,,,,0,MQL
L05455,2026-02-26,Organic Search,Campaign 2,Mid-Market,SaaS,150,27,22,2026-03-02,,,,0,MQL
L05456,2025-01-25,Email Nurture,Campaign 5,Mid-Market,SaaS,150,92,14,,,,,0,Lead
L05457,2026-06-19,Webinar,Campaign 3,SMB,SaaS,150,93,14,,,,,0,Lead
L05458,2025-05-10,Paid Search,Campaign 1,SMB,SaaS,150,58,12,,,,,0,Lead
L05459,2025-03-29,Paid Search,Campaign 1,Mid-Market,SaaS,150,34,10,,,,,0,Lead
L05460,2025-11-15,Paid Social,Campaign 0,SMB,SaaS,150,88,47,2025-11-16,,,,0,MQL
L05461,2025-08-14,Paid Search,Campaign 1,SMB,SaaS,150,59,16,2025-08-21,2025-08-24,2025-08-31,2025-10-18,72500,Customer
L05462,2025-04-03,Paid Search,Campaign 1,SMB,SaaS,150,40,22,2025-04-04,,,,0,MQL
L05463,2025-09-27,Webinar,Campaign 3,Mid-Market,SaaS,150,82,25,2025-10-05,,,,0,MQL
L05464,2026-01-26,Paid Search,Campaign 1,Enterprise,SaaS,150,32,19,,,,,0,Lead
L05465,2025-06-28,Partner,Campaign 4,SMB,SaaS,150,51,18,2025-07-02,2025-07-17,,,0,SQL
L05466,2025-10-31,Paid Search,Campaign 1,Mid-Market,SaaS,150,23,26,,,,,0,Lead
L05467,2025-11-30,Organic Search,Campaign 2,SMB,SaaS,150,81,25,,,,,0,Lead
L05468,2025-09-23,Email Nurture,Campaign 5,SMB,SaaS,150,49,27,,,,,0,Lead
L05469,2025-07-19,Paid Social,Campaign 0,Mid-Market,SaaS,150,31,61,,,,,0,Lead
L05470,2025-03-17,Partner,Campaign 4,SMB,SaaS,150,33,16,2025-03-21,2025-04-06,2025-04-23,,13900,Opportunity
L05471,2025-05-28,Webinar,Campaign 3,Enterprise,SaaS,150,35,14,2025-06-02,2025-06-15,2025-07-15,2025-07-30,10200,Customer
L05472,2025-03-25,Webinar,Campaign 3,Mid-Market,SaaS,150,72,14,2025-04-02,,,,0,MQL
L05473,2025-02-15,Paid Social,Campaign 0,Mid-Market,SaaS,150,68,57,,,,,0,Lead
L05474,2026-06-19,Webinar,Campaign 3,Mid-Market,SaaS,150,52,20,2026-06-24,2026-06-27,,,0,SQL
L05475,2025-09-26,Paid Search,Campaign 1,Mid-Market,SaaS,150,36,12,2025-09-28,2025-10-01,,,0,SQL
L05476,2025-07-30,Partner,Campaign 4,SMB,SaaS,150,31,13,,,,,0,Lead
L05477,2025-09-06,Organic Search,Campaign 2,Mid-Market,SaaS,150,93,26,,,,,0,Lead
L05478,2026-02-15,Partner,Campaign 4,Enterprise,SaaS,150,62,10,,,,,0,Lead
L05479,2025-07-30,Partner,Campaign 4,Mid-Market,SaaS,150,81,10,,,,,0,Lead
L05480,2025-11-09,Paid Social,Campaign 0,SMB,SaaS,150,31,34,,,,,0,Lead
L05481,2025-03-30,Webinar,Campaign 3,SMB,SaaS,150,20,21,,,,,0,Lead
L05482,2025-09-20,Organic Search,Campaign 2,Mid-Market,SaaS,150,21,21,2025-09-23,,,,0,MQL
L05483,2025-12-19,Paid Search,Campaign 1,Enterprise,SaaS,150,35,19,,,,,0,Lead
L05484,2026-02-26,Partner,Campaign 4,SMB,SaaS,150,81,13,2026-03-05,2026-03-06,,,0,SQL
L05485,2025-11-19,Paid Social,Campaign 0,Mid-Market,SaaS,150,91,55,2025-11-28,,,,0,MQL
L05486,2026-03-17,Paid Search,Campaign 1,SMB,SaaS,150,63,28,,,,,0,Lead
L05487,2025-01-31,Email Nurture,Campaign 5,SMB,SaaS,150,96,34,,,,,0,Lead
L05488,2026-05-03,Paid Search,Campaign 1,Mid-Market,SaaS,150,89,27,,,,,0,Lead
L05489,2025-02-14,Organic Search,Campaign 2,Mid-Market,SaaS,150,28,23,2025-02-16,2025-02-18,2025-03-09,2025-03-26,14000,Customer
L05490,2025-12-24,Partner,Campaign 4,SMB,SaaS,150,41,9,2025-12-26,2025-12-28,2026-01-16,,28600,Opportunity
L05491,2025-05-03,Organic Search,Campaign 2,SMB,SaaS,150,77,25,,,,,0,Lead
L05492,2025-05-23,Paid Social,Campaign 0,Mid-Market,SaaS,150,93,56,,,,,0,Lead
L05493,2026-01-02,Paid Search,Campaign 1,SMB,SaaS,150,98,22,,,,,0,Lead
L05494,2025-11-26,Paid Social,Campaign 0,Enterprise,SaaS,150,87,42,2025-12-03,,,,0,MQL
L05495,2026-02-02,Paid Social,Campaign 0,Mid-Market,SaaS,150,40,48,,,,,0,Lead
L05496,2025-02-05,Email Nurture,Campaign 5,SMB,SaaS,150,94,36,2025-02-09,,,,0,MQL
L05497,2025-01-11,Partner,Campaign 4,Mid-Market,SaaS,150,41,22,2025-01-16,,,,0,MQL
L05498,2025-12-08,Paid Search,Campaign 1,Enterprise,SaaS,150,51,17,2025-12-10,,,,0,MQL
L05499,2025-04-15,Organic Search,Campaign 2,Mid-Market,SaaS,150,51,22,,,,,0,Lead
L05500,2025-12-22,Organic Search,Campaign 2,SMB,SaaS,150,54,15,,,,,0,Lead
L05501,2025-08-12,Paid Search,Campaign 1,SMB,SaaS,150,88,17,,,,,0,Lead
L05502,2025-07-01,Webinar,Campaign 3,Enterprise,SaaS,150,90,25,,,,,0,Lead
L05503,2025-05-28,Organic Search,Campaign 2,Mid-Market,SaaS,150,61,23,,,,,0,Lead
L05504,2025-05-02,Paid Social,Campaign 0,Enterprise,SaaS,150,51,22,,,,,0,Lead
L05505,2025-02-17,Partner,Campaign 4,SMB,SaaS,150,54,15,2025-02-19,,,,0,MQL
L05506,2026-02-28,Paid Search,Campaign 1,SMB,SaaS,150,59,14,2026-03-09,,,,0,MQL
L05507,2025-10-05,Paid Social,Campaign 0,Enterprise,SaaS,150,91,58,2025-10-08,,,,0,MQL
L05508,2025-04-12,Paid Search,Campaign 1,Mid-Market,SaaS,150,87,17,2025-04-21,2025-04-25,2025-05-25,,29100,Opportunity
L05509,2026-04-04,Webinar,Campaign 3,SMB,SaaS,150,69,23,,,,,0,Lead
L05510,2026-05-07,Paid Social,Campaign 0,Mid-Market,SaaS,150,64,54,2026-05-13,,,,0,MQL
L05511,2025-05-10,Paid Social,Campaign 0,SMB,SaaS,150,70,54,2025-05-17,,,,0,MQL
L05512,2025-02-12,Email Nurture,Campaign 5,Mid-Market,SaaS,150,32,13,,,,,0,Lead
L05513,2025-12-24,Webinar,Campaign 3,SMB,SaaS,150,57,17,2025-12-28,2026-01-02,2026-01-10,,21700,Opportunity
L05514,2026-06-19,Webinar,Campaign 3,Enterprise,SaaS,150,59,26,,,,,0,Lead
L05515,2025-03-11,Paid Social,Campaign 0,Enterprise,SaaS,150,38,25,,,,,0,Lead
L05516,2025-11-25,Paid Search,Campaign 1,Mid-Market,SaaS,150,47,21,2025-12-05,2025-12-19,,,0,SQL
L05517,2025-11-19,Organic Search,Campaign 2,Mid-Market,SaaS,150,32,17,2025-11-24,,,,0,MQL
L05518,2025-02-25,Paid Social,Campaign 0,Mid-Market,SaaS,150,71,45,,,,,0,Lead
L05519,2025-10-15,Paid Search,Campaign 1,SMB,SaaS,150,52,30,,,,,0,Lead
L05520,2026-01-10,Paid Social,Campaign 0,SMB,SaaS,150,61,47,,,,,0,Lead
L05521,2025-11-19,Partner,Campaign 4,Mid-Market,SaaS,150,33,16,2025-11-20,2025-11-24,,,0,SQL
L05522,2025-01-01,Webinar,Campaign 3,SMB,SaaS,150,37,42,2025-01-08,,,,0,MQL
L05523,2025-07-07,Paid Search,Campaign 1,SMB,SaaS,150,51,18,2025-07-12,2025-07-18,2025-08-15,2025-09-24,13200,Customer
L05524,2025-02-28,Paid Search,Campaign 1,SMB,SaaS,150,43,22,2025-03-07,,,,0,MQL
L05525,2025-10-15,Organic Search,Campaign 2,SMB,SaaS,150,52,15,2025-10-22,,,,0,MQL
L05526,2025-01-21,Email Nurture,Campaign 5,Enterprise,SaaS,150,68,25,2025-01-24,,,,0,MQL
L05527,2025-12-20,Email Nurture,Campaign 5,Enterprise,SaaS,150,66,13,,,,,0,Lead
L05528,2026-05-04,Webinar,Campaign 3,Mid-Market,SaaS,150,40,14,,,,,0,Lead
L05529,2025-02-20,Paid Search,Campaign 1,SMB,SaaS,150,74,20,,,,,0,Lead
L05530,2026-05-02,Organic Search,Campaign 2,SMB,SaaS,150,91,26,,,,,0,Lead
L05531,2026-02-11,Paid Search,Campaign 1,SMB,SaaS,150,41,18,2026-02-21,,,,0,MQL
L05532,2026-04-09,Webinar,Campaign 3,Enterprise,SaaS,150,22,41,,,,,0,Lead
L05533,2025-01-19,Email Nurture,Campaign 5,SMB,SaaS,150,88,22,,,,,0,Lead
L05534,2026-03-26,Organic Search,Campaign 2,SMB,SaaS,150,24,24,,,,,0,Lead
L05535,2025-12-13,Paid Social,Campaign 0,Mid-Market,SaaS,150,69,52,,,,,0,Lead
L05536,2025-08-13,Paid Social,Campaign 0,SMB,SaaS,150,82,46,,,,,0,Lead
L05537,2025-02-06,Webinar,Campaign 3,Enterprise,SaaS,150,97,40,,,,,0,Lead
L05538,2026-01-05,Webinar,Campaign 3,SMB,SaaS,150,78,37,,,,,0,Lead
L05539,2025-03-30,Organic Search,Campaign 2,Mid-Market,SaaS,150,35,10,2025-04-02,,,,0,MQL
L05540,2025-11-02,Paid Social,Campaign 0,Enterprise,SaaS,150,78,47,,,,,0,Lead
L05541,2025-01-21,Partner,Campaign 4,Enterprise,SaaS,150,55,13,2025-01-29,,,,0,MQL
L05542,2025-02-13,Partner,Campaign 4,Enterprise,SaaS,150,38,12,,,,,0,Lead
L05543,2026-05-01,Paid Social,Campaign 0,Mid-Market,SaaS,150,32,43,2026-05-11,,,,0,MQL
L05544,2026-04-26,Organic Search,Campaign 2,Enterprise,SaaS,150,92,24,2026-04-28,2026-05-14,2026-06-13,2026-07-27,79500,Customer
L05545,2026-04-06,Paid Search,Campaign 1,SMB,SaaS,150,40,21,,,,,0,Lead
L05546,2025-05-07,Paid Social,Campaign 0,Mid-Market,SaaS,150,89,34,2025-05-10,,,,0,MQL
L05547,2026-01-11,Paid Search,Campaign 1,SMB,SaaS,150,56,28,2026-01-12,,,,0,MQL
L05548,2025-02-08,Partner,Campaign 4,SMB,SaaS,150,55,8,,,,,0,Lead
L05549,2025-12-18,Paid Social,Campaign 0,Mid-Market,SaaS,150,56,59,,,,,0,Lead
L05550,2025-05-31,Webinar,Campaign 3,Enterprise,SaaS,150,83,32,2025-06-09,,,,0,MQL
L05551,2025-03-07,Webinar,Campaign 3,SMB,SaaS,150,80,21,2025-03-12,,,,0,MQL
L05552,2025-04-13,Paid Search,Campaign 1,Mid-Market,SaaS,150,70,15,2025-04-14,2025-04-29,2025-05-15,2025-06-20,28700,Customer
L05553,2025-03-15,Paid Social,Campaign 0,Mid-Market,SaaS,150,88,24,2025-03-18,,,,0,MQL
L05554,2025-05-17,Paid Social,Campaign 0,SMB,SaaS,150,65,54,,,,,0,Lead
L05555,2026-01-03,Organic Search,Campaign 2,Mid-Market,SaaS,150,45,26,2026-01-05,,,,0,MQL
L05556,2026-03-11,Paid Search,Campaign 1,Mid-Market,SaaS,150,67,28,2026-03-15,,,,0,MQL
L05557,2026-02-28,Paid Social,Campaign 0,Enterprise,SaaS,150,89,36,,,,,0,Lead
L05558,2025-08-08,Organic Search,Campaign 2,Mid-Market,SaaS,150,95,10,,,,,0,Lead
L05559,2026-05-09,Paid Search,Campaign 1,Mid-Market,SaaS,150,94,29,,,,,0,Lead
L05560,2026-01-02,Paid Social,Campaign 0,Enterprise,SaaS,150,63,23,,,,,0,Lead
L05561,2025-08-28,Paid Social,Campaign 0,SMB,SaaS,150,24,57,,,,,0,Lead
L05562,2025-04-24,Webinar,Campaign 3,Mid-Market,SaaS,150,23,37,,,,,0,Lead
L05563,2025-08-15,Webinar,Campaign 3,SMB,SaaS,150,60,16,,,,,0,Lead
L05564,2025-09-13,Organic Search,Campaign 2,SMB,SaaS,150,98,20,,,,,0,Lead
L05565,2025-06-22,Paid Social,Campaign 0,SMB,SaaS,150,62,56,,,,,0,Lead
L05566,2025-03-29,Email Nurture,Campaign 5,Mid-Market,SaaS,150,31,14,2025-04-07,,,,0,MQL
L05567,2026-06-25,Partner,Campaign 4,SMB,SaaS,150,98,12,,,,,0,Lead
L05568,2025-12-10,Paid Social,Campaign 0,SMB,SaaS,150,23,46,2025-12-20,,,,0,MQL
L05569,2025-01-31,Organic Search,Campaign 2,Enterprise,SaaS,150,56,21,,,,,0,Lead
L05570,2025-10-03,Partner,Campaign 4,Mid-Market,SaaS,150,91,21,2025-10-09,,,,0,MQL
L05571,2025-06-24,Partner,Campaign 4,Enterprise,SaaS,150,80,19,,,,,0,Lead
L05572,2025-06-23,Partner,Campaign 4,SMB,SaaS,150,93,20,2025-07-03,2025-07-17,2025-07-22,,14700,Opportunity
L05573,2025-04-15,Webinar,Campaign 3,Mid-Market,SaaS,150,21,40,2025-04-19,,,,0,MQL
L05574,2025-04-13,Organic Search,Campaign 2,Mid-Market,SaaS,150,31,21,2025-04-20,,,,0,MQL
L05575,2025-06-07,Partner,Campaign 4,Mid-Market,SaaS,150,49,21,2025-06-08,2025-06-18,,,0,SQL
L05576,2025-07-04,Email Nurture,Campaign 5,SMB,SaaS,150,48,18,2025-07-05,,,,0,MQL
L05577,2025-07-15,Paid Search,Campaign 1,SMB,SaaS,150,24,18,,,,,0,Lead
L05578,2025-03-30,Organic Search,Campaign 2,Mid-Market,SaaS,150,38,14,2025-03-31,2025-04-06,,,0,SQL
L05579,2025-04-19,Email Nurture,Campaign 5,Enterprise,SaaS,150,69,24,,,,,0,Lead
L05580,2025-04-18,Paid Social,Campaign 0,SMB,SaaS,150,61,61,,,,,0,Lead
L05581,2026-03-08,Partner,Campaign 4,SMB,SaaS,150,73,18,2026-03-18,,,,0,MQL
L05582,2025-08-15,Paid Search,Campaign 1,SMB,SaaS,150,74,15,2025-08-24,2025-09-02,2025-09-29,2025-11-15,35400,Customer
L05583,2026-03-21,Paid Search,Campaign 1,SMB,SaaS,150,70,14,2026-03-22,2026-04-01,2026-04-27,2026-05-26,34000,Customer
L05584,2026-06-09,Paid Social,Campaign 0,SMB,SaaS,150,68,22,,,,,0,Lead
L05585,2025-10-12,Paid Social,Campaign 0,SMB,SaaS,150,41,21,,,,,0,Lead
L05586,2025-08-06,Partner,Campaign 4,Enterprise,SaaS,150,28,13,,,,,0,Lead
L05587,2025-01-26,Webinar,Campaign 3,Enterprise,SaaS,150,73,40,2025-01-30,,,,0,MQL
L05588,2026-03-17,Email Nurture,Campaign 5,Enterprise,SaaS,150,27,13,,,,,0,Lead
L05589,2026-03-30,Paid Social,Campaign 0,Enterprise,SaaS,150,36,32,,,,,0,Lead
L05590,2026-05-31,Paid Social,Campaign 0,Enterprise,SaaS,150,31,22,,,,,0,Lead
L05591,2025-10-02,Paid Social,Campaign 0,Mid-Market,SaaS,150,28,52,,,,,0,Lead
L05592,2026-03-14,Partner,Campaign 4,Mid-Market,SaaS,150,26,8,,,,,0,Lead
L05593,2025-02-26,Paid Social,Campaign 0,SMB,SaaS,150,39,27,,,,,0,Lead
L05594,2026-01-04,Paid Social,Campaign 0,SMB,SaaS,150,94,28,2026-01-13,2026-01-24,,,0,SQL
L05595,2025-10-18,Paid Social,Campaign 0,Mid-Market,SaaS,150,97,50,2025-10-22,,,,0,MQL
L05596,2025-01-16,Paid Social,Campaign 0,Mid-Market,SaaS,150,30,31,,,,,0,Lead
L05597,2026-04-05,Email Nurture,Campaign 5,Enterprise,SaaS,150,85,35,2026-04-07,,,,0,MQL
L05598,2025-04-08,Organic Search,Campaign 2,SMB,SaaS,150,86,14,2025-04-12,2025-04-13,2025-04-20,,34200,Opportunity
L05599,2025-03-13,Webinar,Campaign 3,Enterprise,SaaS,150,46,16,2025-03-16,2025-03-17,2025-03-26,,79000,Opportunity
L05600,2025-05-07,Paid Search,Campaign 1,Mid-Market,SaaS,150,72,13,,,,,0,Lead
L05601,2025-02-23,Paid Social,Campaign 0,Enterprise,SaaS,150,92,57,,,,,0,Lead
L05602,2025-04-23,Partner,Campaign 4,SMB,SaaS,150,27,17,,,,,0,Lead
L05603,2025-12-24,Paid Social,Campaign 0,SMB,SaaS,150,45,53,,,,,0,Lead
L05604,2025-02-16,Paid Social,Campaign 0,Mid-Market,SaaS,150,91,35,,,,,0,Lead
L05605,2026-07-02,Webinar,Campaign 3,Mid-Market,SaaS,150,68,33,,,,,0,Lead
L05606,2025-04-11,Paid Social,Campaign 0,Mid-Market,SaaS,150,73,46,2025-04-16,,,,0,MQL
